# SOCIOCULTURE Phase 2C final decisions (457 candidates)
# columns: qid	decision(KEEP|DROP)	adaptation(NONE|LIGHT|SUBSTANTIAL)	codes(, blank=candidate codes)	required_content(; blank=previous)	content_relevance_reason	adaptation_note	drop_reasons(,)	review_flags(,)
2021_JUNE_Q20	KEEP	NONE			합계 출산율·노령화 지수와 고령화 단계 해석이 저출생·고령화 자료 해석과 일치			
2021_SEPTEMBER_Q03	KEEP	NONE			완당·카레 전파 사례의 문화 융합 판별이 문화 변동 양상과 일치			
2021_SEPTEMBER_Q07	KEEP	LIGHT			기업별 신입 사원·임원 성비 불균형이 성 불평등 자료 해석	비율 계산 선지 단순화		
2021_SEPTEMBER_Q09	KEEP	NONE			흑인 민권 운동·민주화 운동이 사회적 소수자 권리 보장·시민 참여와 일치			
2021_SEPTEMBER_Q10	KEEP	NONE			정보화에 따른 노동 시장 구조 변화와 경제적 격차가 정보화에 따른 문제·노동시장 양극화와 일치			
2021_SEPTEMBER_Q16	KEEP	NONE			노령화 지수·총부양비와 고령화 단계 해석이 저출생·고령화 자료 해석과 일치			
2021_SEPTEMBER_Q17	KEEP	NONE			축제 문화에 대한 문화 상대주의·자문화 중심주의 판별이 문화 이해 태도와 일치			
2021_SEPTEMBER_Q20	KEEP	LIGHT			공공 부조·사회 보험 지역별 수급자 비율 해석이 복지 제도 자료 해석	비율 계산 선지 단순화		
2022_CSAT_Q05	DROP	SUBSTANTIAL			판소리 퓨전화는 전통문화 계승 소재이나 발문과 정답이 문화의 속성(축적성) 판별로 사회·문화 문화 속성 분류가 핵심	발문·선지를 전통문화 계승 관점으로 전면 교체해야 함	SOCIOCULTURE_CLASSIFICATION,REQUIRES_SUBSTANTIAL_REWRITE	BOUNDARY_KEEP_DROP
2022_CSAT_Q07	KEEP	LIGHT			정보 분야 성별 임금 지수가 성 불평등 자료 해석	지수 계산 선지 단순화		
2022_CSAT_Q09	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2022_CSAT_Q11	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2022_CSAT_Q14	KEEP	NONE			축제에 대한 문화 사대주의·상대주의·자문화 중심주의 판별이 문화 이해 태도와 일치			
2022_CSAT_Q15	KEEP	LIGHT			기초 연금·장기 요양 보험 수급자 비율이 복지 제도·고령화 대응 자료 해석	비율 계산 선지 단순화		
2022_CSAT_Q17	DROP	SUBSTANTIAL			정답이 직접 전파 판별로 문화 변동 요인(전파 유형) 분류가 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	
2022_CSAT_Q19	KEEP	NONE			사회적 소수자의 개념과 특징 판단이 사회적 소수자 내용과 일치			
2022_CSAT_Q20	KEEP	NONE			총부양비·노령화 지수 변화 해석이 저출생·고령화 자료 해석과 일치			
2022_JUNE_Q05	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2022_JUNE_Q06	KEEP	LIGHT			정답이 문화 병존 판별로 문화 변동 양상과 일치	발견·자극 전파 등 요인 판별 선지 제거		BOUNDARY_KEEP_DROP
2022_JUNE_Q10	KEEP	LIGHT			성차별 개선 조치 전후 임금·임원 비율이 성 불평등·적극적 평등 실현 조치 자료 해석	계산 선지 단순화		
2022_JUNE_Q15	KEEP	NONE			사회 보험·공공 부조·사회 서비스 특징과 중복 수혜 해석이 복지 제도와 일치			
2022_JUNE_Q17	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2022_JUNE_Q19	KEEP	NONE			여아 교육 차별·비정규직·소수 민족·노인 정보 격차 사례가 사회적 소수자 차별과 일치			
2022_JUNE_Q20	KEEP	NONE			인구 구성 비율·부양비·노령화 지수 해석이 저출생·고령화 자료 해석과 일치			
2022_SEPTEMBER_Q07	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2022_SEPTEMBER_Q09	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2022_SEPTEMBER_Q10	KEEP	LIGHT			노동자 성비와 성별 임금 격차가 성 불평등 자료 해석	계산 선지 단순화		
2022_SEPTEMBER_Q13	DROP	SUBSTANTIAL			정답이 구성원 간 접촉을 통한 직접 전파 판별로 문화 변동 요인 분류가 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	
2022_SEPTEMBER_Q15	KEEP	NONE			65세 이상 인구 비율과 부양비 해석이 저출생·고령화 자료 해석과 일치			
2022_SEPTEMBER_Q16	KEEP	NONE			자문화 중심주의·문화 사대주의·문화 상대주의 비교가 문화 이해 태도와 일치			
2022_SEPTEMBER_Q17	KEEP	NONE			주류 집단의 규정에 따른 사회적 소수자 차별 발생 원인이 사회적 소수자 내용과 일치			
2022_SEPTEMBER_Q20	KEEP	LIGHT			의료 급여·고용 보험 지역별 수급자 비율이 복지 제도 자료 해석	비율 계산 선지 단순화		
2023_CSAT_Q04	DROP	SUBSTANTIAL			정답이 직접 전파에 의한 문화 병존으로 전파 유형 판별이 필수라 문화 변동 요인 분류가 핵심	전파 유형 제거 시 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2023_CSAT_Q09	KEEP	NONE			절대적·상대적 빈곤 기준 비교가 빈곤·불평등 내용과 일치			
2023_CSAT_Q10	KEEP	LIGHT			연령대별 남녀 임금 격차가 성 불평등 자료 해석	계산 선지 단순화		
2023_CSAT_Q11	KEEP	NONE			자문화 중심주의·문화 사대주의·문화 상대주의 구분이 문화 이해 태도와 일치			
2023_CSAT_Q15	KEEP	LIGHT			공공 부조·사회 보험 수급자 비율 변화가 복지 제도 자료 해석	비율 계산 선지 단순화		
2023_CSAT_Q18	DROP	SUBSTANTIAL			보행권·소비자 운동 소재이나 정답이 개혁·혁명·보수 운동 등 사회 운동 유형 분류가 핵심	시민 참여 문항으로 바꾸려면 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2023_CSAT_Q19	KEEP	NONE			사회적 소수자 중첩과 우대 정책이 사회적 소수자·적극적 평등 실현 조치와 일치			
2023_CSAT_Q20	KEEP	NONE			유소년·노년 부양비 변화 해석이 저출생·고령화 자료 해석과 일치			
2023_JUNE_Q05	KEEP	NONE			자문화 중심주의·문화 사대주의·문화 상대주의 비교가 문화 이해 태도와 일치			
2023_JUNE_Q06	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2023_JUNE_Q07	KEEP	NONE			사회적 소수자의 특성·중첩성·우대 정책이 사회적 소수자 내용과 일치			
2023_JUNE_Q09	KEEP	LIGHT			연봉 구간별 성별 분포가 성 불평등 자료 해석	비율 계산 선지 단순화		
2023_JUNE_Q10	KEEP	NONE			문화 동화·병존·융합 구분이 문화 변동 양상과 일치			
2023_JUNE_Q14	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2023_JUNE_Q15	KEEP	LIGHT			의료 급여·연금·가사 간병 서비스 수혜자 현황이 복지 제도 자료 해석	비율 계산 선지 단순화		
2023_JUNE_Q20	KEEP	NONE			유소년·노년 부양비 변화 해석이 저출생·고령화 자료 해석과 일치			
2023_SEPTEMBER_Q09	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2023_SEPTEMBER_Q10	KEEP	LIGHT			가사 노동 시간·임금·고위 공직자 성별 자료가 성 불평등 자료 해석	계산 선지 단순화		
2023_SEPTEMBER_Q12	DROP	SUBSTANTIAL			발명·발견·직접·자극 전파를 분류도로 구분하는 문화 변동 요인 퍼즐이 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	
2023_SEPTEMBER_Q13	KEEP	NONE			재일 교포·혼혈인·장애인 등 사회적 소수자 차별 요인 비교가 사회적 소수자 내용과 일치			
2023_SEPTEMBER_Q15	KEEP	LIGHT			장기 요양 보험·기초 연금 수급자 비율이 복지 제도·고령화 대응 자료 해석	비율 계산 선지 단순화		
2023_SEPTEMBER_Q17	KEEP	NONE			자문화 중심주의·문화 사대주의·문화 상대주의 비교가 문화 이해 태도와 일치			
2023_SEPTEMBER_Q19	DROP	SUBSTANTIAL			정답이 목표·지속성·조직성 등 사회 운동의 개념 요건으로 사례를 판별하는 것이라 사회·문화 사회 운동 분류가 핵심	시민 참여 문항으로 바꾸려면 보기 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2023_SEPTEMBER_Q20	KEEP	NONE			저출산·고령화 시나리오와 부양비 해석이 저출생·고령화 자료 해석과 일치			
2024_CSAT_Q08	KEEP	NONE			노인·이주민 3세의 차별 사례가 사회적 소수자 내용과 일치			
2024_CSAT_Q14	KEEP	LIGHT			정답이 음식 문화의 문화 공존 판별로 문화 변동 양상과 일치	발명·직접 전파 판별 선지를 양상 선지로 조정		BOUNDARY_KEEP_DROP
2024_CSAT_Q15	KEEP	LIGHT			사회 보험·공공 부조 수급자 비율 변화가 복지 제도 자료 해석	비율 계산 선지 단순화		
2024_CSAT_Q16	KEEP	NONE			식사비 문화에 대한 자문화 중심주의·문화 사대주의·문화 상대주의 판별이 문화 이해 태도와 일치			
2024_CSAT_Q17	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2024_CSAT_Q18	DROP	SUBSTANTIAL			기후 위기·노숙인 인권 운동 소재이나 정답이 사회 체제 내 개선을 요구하는 개혁 운동 유형 판별로 사회 운동 분류가 핵심	시민 참여·인권 문항으로 바꾸려면 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2024_CSAT_Q19	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2024_CSAT_Q20	KEEP	NONE			합계 출산율·노령화 지수 비교가 저출생·고령화 자료 해석과 일치			
2024_JUNE_Q08	KEEP	NONE			외국인 근로자·다수 민족 차별과 소수자 중첩이 사회적 소수자 내용과 일치			
2024_JUNE_Q09	KEEP	NONE			햄릿 해석 사례의 문화 상대주의가 문화 이해 태도와 일치			
2024_JUNE_Q10	KEEP	LIGHT			혼인 상태·연령대별 성별 임금 격차가 성 불평등 자료 해석	지수 계산 선지 단순화		
2024_JUNE_Q15	KEEP	NONE			노인 기초 연금 도입안과 상대적 빈곤율 변화가 2028 예시 문항 13의 기초 연금·복지 제도 자료 해석과 일치			
2024_JUNE_Q17	KEEP	LIGHT			정답이 산업화 과정의 문제를 개선하려는 환경 운동으로 산업화에 따른 환경 문제·시민 참여와 연결	계몽 운동·복고 운동 등 유형 선지 교체		BOUNDARY_KEEP_DROP
2024_JUNE_Q18	KEEP	LIGHT			산업 사회와 정보 사회 특징 비교가 산업화·정보화에 따른 변화	사회 유형 판별을 산업화·정보화 변화 중심으로 정리		BOUNDARY_KEEP_DROP
2024_JUNE_Q19	KEEP	NONE			자발적 문화 융합과 강제적 문화 동화 비교가 문화 변동 양상과 일치			
2024_JUNE_Q20	KEEP	NONE			노년 부양비·노령화 지수 변화 해석이 저출생·고령화 자료 해석과 일치			
2024_SEPTEMBER_Q05	KEEP	NONE			상대적 빈곤의 특징이 빈곤·불평등 내용과 일치			
2024_SEPTEMBER_Q12	KEEP	NONE			피자 문화에 대한 자문화 중심주의·문화 사대주의·문화 상대주의 판별이 문화 이해 태도와 일치			
2024_SEPTEMBER_Q13	KEEP	LIGHT			영화 기법·라면 전파로 나타난 문화 융합 사례가 문화 변동 양상 소재	정답인 물질문화 전파 선지를 문화 융합 선지로 조정		BOUNDARY_KEEP_DROP
2024_SEPTEMBER_Q14	DROP	SUBSTANTIAL			정답이 목표·지속성·조직성 등 사회 운동의 개념 요건으로 사례를 판별하는 것이라 사회·문화 사회 운동 분류가 핵심	시민 참여 문항으로 바꾸려면 보기 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2024_SEPTEMBER_Q15	KEEP	LIGHT			기초 연금·국민연금 성별 수급자 수가 복지 제도·고령화 대응 자료 해석	계산 선지 단순화		
2024_SEPTEMBER_Q16	KEEP	NONE			정보 격차로 인한 새로운 사회 불평등이 정보화에 따른 문제와 일치			
2024_SEPTEMBER_Q20	KEEP	NONE			유소년·노년 인구 비율 변화 해석이 저출생·고령화 자료 해석과 일치			
2025_CSAT_Q07	KEEP	NONE			가공 콘텐츠 소비와 비판적 정보 분석 능력이 정보화 문제와 해결 태도와 일치			OCR_UNCERTAIN
2025_CSAT_Q08	KEEP	LIGHT			다국적 기업 분유 마케팅과 국제 시민 단체의 세계 시민 의식 기반 조직적 활동이 정답으로 세계화 문제·비정부 기구 행위 주체와 일치	사회 운동 유형 선지(①④) 교체		BOUNDARY_KEEP_DROP
2025_CSAT_Q11	KEEP	NONE			장례 문화에 대한 자문화 중심주의·문화 상대주의 판별이 문화 이해 태도와 일치			OCR_UNCERTAIN
2025_CSAT_Q15	KEEP	LIGHT			공공 부조·사회 보험 수급자와 복지 사각지대 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		OCR_UNCERTAIN
2025_CSAT_Q17	KEEP	LIGHT			정답이 생득적·후천적 요인에 따른 차별 경험으로 장애인 편견·인종 차별이 사회적 소수자 내용과 일치	사회화·역할 갈등 선지 교체		OCR_UNCERTAIN
2025_CSAT_Q19	DROP	SUBSTANTIAL			정답이 직접 전파 판별로 문화 변동 요인(전파 유형) 분류가 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	OCR_UNCERTAIN
2025_CSAT_Q20	KEEP	NONE			노령화 지수·부양비와 인구 문제 해석이 저출생·고령화 자료 해석과 일치			OCR_UNCERTAIN
2025_JUNE_Q12	DROP	SUBSTANTIAL			정답이 비교론적 관점 판별로 문화 이해 관점 분류가 핵심	관점 분류 제거 시 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	
2025_JUNE_Q13	KEEP	NONE			정보화와 정보 격차에 따른 불평등이 정보화에 따른 문제와 일치			
2025_JUNE_Q15	KEEP	LIGHT			사회 보험·공공 부조·사회 서비스 수혜자 비율이 복지 제도 자료 해석	비율 계산 선지 단순화		
2025_JUNE_Q16	KEEP	NONE			이민자 차별 사례가 사회적 소수자 내용과 일치			
2025_JUNE_Q17	DROP	SUBSTANTIAL			진화론·순환론 사회 변동 이론과 시민권 발달 단계론이 정답 근거라 사회·문화 이론이 핵심	이론 제거 시 문항 성립 불가	SOCIOCULTURE_THEORY	
2025_JUNE_Q19	KEEP	NONE			국제기구·환경 단체와 국제 협력이 세계 평화·협력 행위 주체와 일치			
2025_JUNE_Q20	KEEP	NONE			노년 인구 비율·노령화 지수·복지 지출 해석이 저출생·고령화 자료 해석과 일치			
2025_SEPTEMBER_Q08	KEEP	NONE			다국적 기업 개발과 감염병의 전 지구적 확산이 세계화의 문제점과 일치			
2025_SEPTEMBER_Q11	KEEP	NONE			식사 문화에 대한 문화 상대주의가 문화 이해 태도와 일치			
2025_SEPTEMBER_Q13	DROP	SUBSTANTIAL			반전·여성 운동 소재이나 정답이 주류 문화 개념과 개혁 운동 유형 판별로 사회·문화 문화 유형·사회 운동 분류가 핵심	시민 참여 문항으로 바꾸려면 보기 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2025_SEPTEMBER_Q15	KEEP	LIGHT			사회 보험·공공 부조 수급자 비율 변화가 복지 제도 자료 해석	비율 계산 선지 단순화		
2025_SEPTEMBER_Q18	DROP	SUBSTANTIAL			강제적 문화 접변 소재이나 정답이 직접 전파 판별로 문화 변동 요인(전파 유형) 분류가 핵심	요인 분류 제거 시 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2025_SEPTEMBER_Q19	KEEP	NONE			이주 여성의 국적·성별 차별과 소송을 통한 권리 구제가 사회적 소수자 차별·인권 보장과 일치			
2025_SEPTEMBER_Q20	KEEP	NONE			인구 변화와 세대 갈등·경제 성장 동력 해석이 저출생·고령화 자료 해석과 일치			
2026_CSAT_Q03	KEEP	LIGHT			공용어 지정과 토착어 보존·문화 획일화 소재가 문화 다양성·전통문화 보존과 연결	정답인 비물질문화·지역문화 선지를 문화 다양성 선지로 조정		BOUNDARY_KEEP_DROP
2026_CSAT_Q06	KEEP	LIGHT			식문화에 대한 자문화 중심주의·문화 상대주의 판별이 정답으로 문화 이해 태도와 일치	총체론적 관점 선지 교체		BOUNDARY_KEEP_DROP
2026_CSAT_Q07	KEEP	LIGHT			정답이 음악 문화의 문화 공존 판별로 문화 변동 양상과 일치	자극·직접 전파 판별 선지를 양상 선지로 조정		BOUNDARY_KEEP_DROP
2026_CSAT_Q11	KEEP	NONE			감시로 인한 자유 침해·정보 의존 등 정보화 문제가 정보화에 따른 문제와 일치			
2026_CSAT_Q15	KEEP	LIGHT			사회 보험·공공 부조·사회 서비스 중복 수혜 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		
2026_CSAT_Q16	KEEP	NONE			최저 임금 인상과 절대적·상대적 빈곤 판단이 빈곤·불평등과 복지 정책 내용과 일치			
2026_CSAT_Q17	KEEP	NONE			종교·인종 사회적 소수자와 차별 시정 정책이 사회적 소수자·적극적 평등 실현 조치와 일치			
2026_CSAT_Q19	KEEP	LIGHT			자원 채굴의 국가 간 불평등과 세계 시민 의식 기반 지속가능 운동이 세계화 문제·지속가능한 사회와 일치	갈등론 관점 선지 교체		
2026_CSAT_Q20	KEEP	NONE			총부양비·노령화 지수와 인구 변화 해석이 저출생·고령화 자료 해석과 일치			
2026_JUNE_Q03	KEEP	NONE			식민 지배에 따른 문화 동화·융합 판별이 문화 변동 양상과 일치			
2026_JUNE_Q06	KEEP	NONE			자문화 중심주의·문화 사대주의·문화 상대주의 비교가 문화 이해 태도와 일치			
2026_JUNE_Q11	KEEP	NONE			전쟁·자원 고갈·기후 위기와 미래 세대 배려가 지속가능한 삶과 일치			
2026_JUNE_Q13	DROP	SUBSTANTIAL			정답이 목표 달성을 위한 체계적 조직이라는 사회 운동의 개념 요건 판별로 사회·문화 사회 운동 분류가 핵심	시민 참여 문항으로 바꾸려면 선지 전면 재구성 필요	SOCIOCULTURE_CLASSIFICATION	BOUNDARY_KEEP_DROP
2026_JUNE_Q15	KEEP	LIGHT			공공 부조·사회 보험 지역별 수급자 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		
2026_JUNE_Q17	KEEP	NONE			상대적 빈곤 개념이 빈곤·불평등 내용과 일치			
2026_JUNE_Q20	KEEP	NONE			인구 구조와 경제 성장·세대 갈등 해석이 저출생·고령화 자료 해석과 일치			
2026_SEPTEMBER_Q12	KEEP	LIGHT			정답이 향수 문화의 문화 병존 판별로 문화 변동 양상과 일치	자극·직접 전파 판별 선지를 양상 선지로 조정		BOUNDARY_KEEP_DROP
2026_SEPTEMBER_Q15	KEEP	LIGHT			청년 대상 사회 보험·공공 부조·사회 서비스 수혜 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		
2026_SEPTEMBER_Q16	KEEP	NONE			외국인 노동자·장애인의 제도적 차별이 사회적 소수자 내용과 일치			
2026_SEPTEMBER_Q17	KEEP	NONE			시간 문화에 대한 자문화 중심주의·문화 사대주의·문화 상대주의 비교가 문화 이해 태도와 일치			
2026_SEPTEMBER_Q18	KEEP	NONE			세계화의 이중적 영향과 국가 내 불평등 증가가 세계화의 문제점과 일치			
2026_SEPTEMBER_Q19	KEEP	NONE			절대적·상대적 빈곤 유형 비교가 빈곤·불평등 내용과 일치			
2026_SEPTEMBER_Q20	KEEP	NONE			부양비·노령화 지수와 인구 정책 필요성 해석이 저출생·고령화 자료 해석과 일치			
2027_JUNE_Q04	KEEP	LIGHT			정답이 자문화 중심주의의 문화적 마찰 비판으로 문화 이해 태도와 일치	비교론·총체론 관점 선지 교체		BOUNDARY_KEEP_DROP
2027_JUNE_Q09	KEEP	NONE			절대적·상대적 빈곤 개념 비교가 빈곤·불평등 내용과 일치			
2027_JUNE_Q11	KEEP	NONE			개인 정보 유출이 정보화에 따른 문제와 일치			
2027_JUNE_Q12	DROP	SUBSTANTIAL			정답이 자극 전파 판별로 문화 변동 요인(전파 유형) 분류가 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	
2027_JUNE_Q15	KEEP	LIGHT			사회 보험·공공 부조 수혜자 비율 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		
2027_JUNE_Q18	KEEP	NONE			소수 민족의 사회적 배제와 후천적 요인 차별이 사회적 소수자 내용과 일치			
2027_JUNE_Q19	KEEP	NONE			지구 온난화·난민 문제와 기후 위기 국제 협력이 국제 협력·지속가능한 삶과 일치			
2027_JUNE_Q20	KEEP	NONE			부양 인구·총부양비·노령화 지수 변화와 양육 지원 정책 추론이 저출생·고령화 자료 해석과 일치			
2027_SEPTEMBER_Q08	KEEP	LIGHT			AI 이면의 저임금 노동과 구조적 불평등이 정보화·세계화에 따른 불평등과 연결	정답 선지를 정보화·세계화 불평등 관점으로 정리		BOUNDARY_KEEP_DROP
2027_SEPTEMBER_Q11	KEEP	NONE			양치 문화에 대한 문화 사대주의·자문화 중심주의 판별이 문화 이해 태도와 일치			
2027_SEPTEMBER_Q13	KEEP	NONE			이민자 차별과 소수자 우대 정책이 사회적 소수자·적극적 평등 실현 조치와 일치			
2027_SEPTEMBER_Q14	DROP	SUBSTANTIAL			정답이 직접 전파와 간접 전파 판별로 문화 변동 요인(전파 유형) 분류가 핵심	요인 분류 제거 시 문항 성립 불가	SOCIOCULTURE_CLASSIFICATION	
2027_SEPTEMBER_Q15	KEEP	LIGHT			공공 부조·사회 보험 지역별 수혜자 자료가 복지 제도 자료 해석	비율 계산 선지 단순화		
2027_SEPTEMBER_Q16	KEEP	NONE			불황기 절대적·상대적 빈곤선 비교가 빈곤·불평등 내용과 일치			
2027_SEPTEMBER_Q19	KEEP	NONE			세계화와 주권 국가의 정책 자율성 제약이 세계화의 문제점과 일치			
2027_SEPTEMBER_Q20	KEEP	NONE			부양비 변화와 인구 정책 필요성 해석이 저출생·고령화 자료 해석과 일치			
